Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year,Date
Suzuki,Used,Petrol,90400.0,Bolan,620000,Karachi,Cash,2015.0,2019-05-31
Honda,Used,Petrol,89000.0,Accord,1200000,Karachi,Cash,2004.0,2019-11-08
Suzuki,New,CNG,840000.0,Cultus VXR,830000,Karachi,Cash,2013.0,2019-09-24
Suzuki,Used,Petrol,25000.0,Khyber,150000,Karachi,Cash,1992.0,2018-10-16
Chevrolet,Used,Petrol,1.0,Joy,370000,Karachi,Cash,2006.0,2019-03-20
Suzuki,Used,Petrol,62500.0,Cultus VXR,820000,Karachi,Cash,2012.0,2019-01-26
Toyota,Used,Petrol,78000.0,Corrolla Altis,1550000,Karachi,Cash,2011.0,2018-12-19
Toyota,New,Petrol,25000.0,Corolla GLI,1500000,Karachi,Cash,2013.0,2019-08-18
Honda,Used,Petrol,105000.0,Civic Prosmetic,450000,Karachi,Cash,1990.0,2019-11-04
Toyota,Used,Petrol,100000.0,86,380000,Karachi,Cash,1994.0,2019-02-02
Suzuki,Used,CNG,1.0,Carry,320000,Karachi,Cash,1991.0,2018-11-26
Suzuki,Used,Petrol,5000.0,Bolan,390000,Karachi,Cash,2006.0,2019-09-15
Toyota,Used,CNG,100000.0,86,380000,Karachi,Cash,1986.0,2019-02-26
Suzuki,Used,Petrol,89000.0,Cultus VXR,402000,Karachi,Cash,2002.0,2019-03-11
Honda,Used,Petrol,170200.0,Civic VTi,820000,Karachi,Cash,2004.0,2019-04-20
Honda,Used,Petrol,548756.0,Civic EXi,280000,Karachi,Cash,1995.0,2018-11-23
Suzuki,Used,CNG,78000.0,Alto,475000,Karachi,Cash,2006.0,2018-11-11
Toyota,Used,CNG,200000.0,Corona,175000,Karachi,Cash,1967.0,2019-08-17
Toyota,Used,Petrol,20000.0,Corolla GLI,1950000,Karachi,Cash,2016.0,2018-09-14
Suzuki,Used,CNG,58000.0,Mehran VXR,350000,Karachi,Cash,2007.0,2019-04-18
Toyota,Used,Petrol,57000.0,Corrolla Altis,1705000,Karachi,Cash,2014.0,2018-11-07
Suzuki,Used,Hybrid,72000.0,Cultus VXR,765000,Karachi,Cash,2011.0,2019-12-04
Suzuki,Used,CNG,3000.0,Bolan,390000,Karachi,Cash,2006.0,2018-09-29
Suzuki,Used,CNG,200000.0,Mehran VX,250000,Karachi,Cash,2006.0,2019-10-15
Toyota,Used,Petrol,103000.0,Other,855000,Karachi,Cash,2003.0,2019-02-21
Toyota,Used,Petrol,80000.0,Corolla GLI,1115000,Karachi,Cash,2009.0,2019-01-03
Suzuki,Used,Petrol,71000.0,Every Wagon,1150000,Karachi,Cash,2011.0,2019-05-17
Honda,Used,Petrol,870000.0,Civic VTi,1070000,Karachi,Cash,2010.0,2018-08-18
Toyota,New,Petrol,25000.0,Aqua,1800000,Karachi,Cash,2017.0,2018-12-30
Toyota,New,Hybrid,50000.0,Aqua,1875000,Karachi,Cash,2014.0,2019-11-30
Toyota,New,Petrol,25000.0,Passo,1100000,Karachi,Cash,2010.0,2019-12-10
Toyota,Used,CNG,126500.0,Corolla XLI,1095000,Karachi,Cash,2009.0,2019-10-06
Suzuki,Used,CNG,1.0,Margalla,230000,Karachi,Cash,1991.0,2019-03-29
Suzuki,Used,Petrol,123456.0,Mehran VX,325000,Karachi,Cash,2004.0,2018-10-05
Suzuki,Used,Petrol,85200.0,Swift,975000,Karachi,Cash,2011.0,2018-10-01
Honda,Used,CNG,1.0,City IVTEC,1080000,Karachi,Cash,2009.0,2018-12-02
Honda,Used,Petrol,85000.0,Civic EXi,730000,Karachi,Cash,2005.0,2019-10-26
Toyota,Used,CNG,135000.0,Corolla GLI,885000,Karachi,Cash,2005.0,2019-12-11
Hyundai,Used,CNG,90000.0,Excel,148000,Karachi,Cash,1993.0,2018-09-05
Toyota,New,Petrol,67000.0,Corolla GLI,1670000,Karachi,Cash,2015.0,2019-09-17
Toyota,Used,CNG,200.0,Corolla XLI,975000,Karachi,Cash,2009.0,2019-10-23
Honda,Used,Petrol,132680.0,Civic VTi,790000,Karachi,Cash,2005.0,2019-01-18
Mazda,Used,Diesel,96000.0,B2200,600000,Bahawalpur,Cash,1993.0,2019-06-08
Suzuki,Used,CNG,1.0,Bolan,230000,Karachi,Cash,1992.0,2019-09-04
Honda,Used,Petrol,92000.0,N Wgn,1350000,Karachi,Cash,2014.0,2019-03-21
Suzuki,Used,Petrol,46000.0,Cultus VXR,930000,Karachi,Cash,2014.0,2019-05-26
Suzuki,Used,CNG,455761.0,Mehran VXR,150000,Karachi,Cash,1996.0,2019-04-27
Suzuki,Used,Petrol,75000.0,Every Wagon,1050000,Karachi,Cash,2010.0,2019-04-11
Toyota,Used,Petrol,48000.0,Passo,1450000,Karachi,Cash,2015.0,2018-11-05
Suzuki,Used,CNG,100000.0,Alto,490000,Karachi,Cash,2009.0,2019-06-21
Daihatsu,Used,Petrol,52000.0,Mira,1200000,Karachi,Cash,2014.0,2019-01-17
Toyota,New,Petrol,16000.0,Corolla GLI,1950000,Karachi,Cash,2016.0,2018-11-20
Suzuki,Used,Petrol,1.0,FX,100000,Karachi,Cash,1989.0,2019-07-09
Toyota,New,Petrol,19500.0,Corolla GLI,1890000,Karachi,Cash,2016.0,2019-12-17
Suzuki,Used,CNG,80000.0,Alto,300000,Karachi,Cash,2006.0,2019-05-13
Toyota,Used,Petrol,60000.0,Corolla GLI,1600000,Karachi,Cash,2014.0,2019-01-30
Toyota,Used,Petrol,76000.0,Vitz,1110000,Karachi,Cash,2007.0,2018-09-26
Chevrolet,Used,Petrol,1.0,Exclusive,380000,Karachi,Cash,2006.0,2018-11-04
Suzuki,Used,Petrol,79715.0,Cultus VXL,540000,Karachi,Cash,2005.0,2019-03-27
Honda,Used,Petrol,75000.0,City Aspire,650000,Karachi,Cash,2004.0,2019-03-23
Suzuki,Used,Petrol,10000.0,Alto,240000,Karachi,Installment/Leasing,2017.0,2018-12-03
Suzuki,Used,CNG,8.0,Liana,650000,Karachi,Cash,2007.0,2019-01-02
Honda,Used,Petrol,200000.0,City IDSI,825000,Karachi,Cash,2008.0,2019-07-10
Daihatsu,Used,Petrol,10000.0,Boon,850000,Karachi,Cash,2007.0,2018-10-25
Honda,Used,CNG,2715855.0,Civic VTi,265000,Karachi,Cash,1989.0,2019-01-05
Honda,New,Petrol,89000.0,Civic Prosmetic,700000,Karachi,Cash,2005.0,2018-09-12
Suzuki,Used,Petrol,40000.0,Cultus VXL,570000,Karachi,Cash,2006.0,2019-01-04
Mitsubishi,Used,Petrol,140067.0,Ek Wagon,750000,Karachi,Cash,2007.0,2019-03-25
Suzuki,Used,CNG,965382.0,Alto,440000,Karachi,Cash,2008.0,2018-10-22
Suzuki,Used,CNG,123456.0,Cultus VXR,150000,Karachi,Cash,2005.0,2018-09-03
Daihatsu,Used,Petrol,102000.0,Cuore,670000,Karachi,Cash,2010.0,2018-09-19
Toyota,New,Petrol,1.0,Vitz,50000,Karachi,Cash,2018.0,2018-09-20
Toyota,Used,Petrol,73000.0,Passo,1165000,Karachi,Cash,2012.0,2018-10-08
Honda,New,Petrol,25300.0,City IVTEC,1450000,Karachi,Cash,2014.0,2019-09-05
Suzuki,New,Petrol,14500.0,Cultus VXR,695000,Karachi,Cash,2010.0,2018-10-18
Mitsubishi,New,Petrol,38880.0,Mirage,1125000,Karachi,Cash,2014.0,2018-08-13
Daihatsu,Used,Petrol,100.0,Charade,160000,Karachi,Cash,1991.0,2018-12-09
Suzuki,Used,CNG,22500.0,Bolan,370000,Karachi,Cash,2001.0,2019-01-14
Nissan,Used,CNG,123.0,Sunny,275000,Karachi,Cash,1993.0,2019-10-12
Nissan,Used,Petrol,43000.0,Juke,440000,Karachi,Installment/Leasing,2014.0,2019-01-23
Daihatsu,Used,Petrol,20000.0,Cuore,200000,Karachi,Installment/Leasing,2004.0,2019-10-08
Toyota,Used,Petrol,92000.0,Corrolla Altis,1030000,Karachi,Cash,2007.0,2019-12-06
Suzuki,Used,CNG,200000.0,Margalla,400000,Karachi,Cash,1997.0,2019-09-05
Suzuki,New,Petrol,5000.0,Hustler,1350000,Karachi,Cash,2017.0,2019-05-02
Honda,New,Petrol,43014.0,Civic VTi Oriel Prosmatec,1850000,Karachi,Cash,2013.0,2019-04-23
Toyota,New,Petrol,135000.0,Corrolla Altis,1360000,Karachi,Cash,2010.0,2019-05-18
Chevrolet,Used,Petrol,50000.0,Exclusive,310000,Karachi,Cash,2004.0,2019-06-11
Suzuki,Used,CNG,100000.0,Cultus VXR,450000,Karachi,Cash,2004.0,2018-09-19
Suzuki,Used,Petrol,51000.0,Cultus VXR,600000,Karachi,Cash,2007.0,2018-12-27
Daihatsu,Used,CNG,1.0,Charade,95000,Karachi,Cash,2018.0,2019-07-27
Suzuki,Used,CNG,1.0,Cultus VXR,560000,Karachi,Cash,2008.0,2019-09-24
Suzuki,Used,CNG,80000.0,Liana,400000,Karachi,Cash,2006.0,2019-03-18
Toyota,Used,CNG,100000.0,IST,770000,Karachi,Cash,2003.0,2018-12-23
Mitsubishi,Used,Petrol,105000.0,Minica,480000,Karachi,Cash,2008.0,2019-02-26
Mitsubishi,Used,Petrol,125000.0,Lancer,795000,Karachi,Cash,2007.0,2019-09-23
Suzuki,Used,CNG,1.0,Khyber,180000,Karachi,Cash,1990.0,2019-10-07
Suzuki,New,Petrol,34500.0,Mehran VXR,575000,Karachi,Cash,2014.0,2019-06-30
Daihatsu,Used,Petrol,9200.0,Hijet,930000,Karachi,Cash,2017.0,2019-07-09
Suzuki,Used,Petrol,100000.0,Cultus VXR,550000,Karachi,Cash,2007.0,2019-12-02
Toyota,Used,Petrol,90000.0,Corolla XLI,1140000,Karachi,Cash,2009.0,2019-12-20
Nissan,Used,Petrol,90000.0,Dayz Highway Star,1200000,Karachi,Cash,2014.0,2018-09-18
Nissan,New,Petrol,5000.0,Dayz,1300000,Karachi,Cash,2017.0,2018-11-04
Suzuki,New,Petrol,37000.0,Cultus VXR,1000000,Karachi,Cash,2015.0,2019-09-19
Toyota,Used,Petrol,11000.0,Corolla GLI,2380000,Karachi,Cash,2018.0,2019-07-26
Suzuki,Used,Petrol,77000.0,Swift,890000,Karachi,Cash,2011.0,2019-05-11
Honda,Used,CNG,50000.0,Civic EXi,385000,Karachi,Cash,1995.0,2019-01-01
Suzuki,Used,CNG,10000.0,Other,130000,Karachi,Cash,2018.0,2019-06-17
Honda,Used,Petrol,87000.0,City Aspire,1450000,Karachi,Cash,2014.0,2018-09-22
Toyota,New,Hybrid,105000.0,Aqua,1760000,Karachi,Cash,2014.0,2019-03-21
Suzuki,Used,Petrol,49000.0,Mehran VXR,380000,Karachi,Cash,2009.0,2018-12-01
Toyota,Used,Petrol,57500.0,Tundra,5800000,Karachi,Cash,2010.0,2019-05-20
Toyota,New,Petrol,75000.0,Other,1050000,Karachi,Cash,2013.0,2019-08-30
Toyota,Used,Petrol,95000.0,Corrolla Altis,885000,Karachi,Cash,2003.0,2018-10-17
Toyota,Used,Petrol,68000.0,Belta,1160000,Karachi,Cash,2013.0,2018-08-26
Suzuki,Used,CNG,1000.0,Liana,400000,Karachi,Cash,2006.0,2019-07-17
Honda,Used,Petrol,80000.0,Civic Prosmetic,1440000,Karachi,Cash,2011.0,2019-08-28
Suzuki,Used,CNG,79000.0,Swift,900000,Karachi,Cash,2011.0,2019-04-01
Daihatsu,Used,Petrol,108000.0,Mira,625000,Karachi,Cash,2006.0,2018-12-16
Suzuki,Used,CNG,94240.0,Bolan,585000,Karachi,Cash,2011.0,2019-10-28
Toyota,Used,CNG,100000.0,Corrolla Altis,900000,Karachi,Cash,2006.0,2019-12-10
Suzuki,Used,Petrol,43500.0,Mehran VXR,595000,Karachi,Cash,2014.0,2019-03-01
Daihatsu,Used,Petrol,35000.0,Hijet,220000,Karachi,Installment/Leasing,2001.0,2018-12-17
Suzuki,Used,Petrol,3000.0,Every,250000,Karachi,Installment/Leasing,2011.0,2018-08-28
Suzuki,Used,Petrol,60000.0,Mehran VXR,290000,Karachi,Cash,2006.0,2018-10-12
Daihatsu,Used,Petrol,123.0,Mira,500000,Karachi,Cash,2006.0,2018-09-18
Suzuki,Used,CNG,1111111.0,Bolan,290000,Karachi,Cash,1999.0,2019-11-02
Suzuki,Used,CNG,12345.0,Alto,285000,Karachi,Cash,2000.0,2019-08-09
Honda,Used,CNG,145000.0,Other,295000,Karachi,Cash,1991.0,2018-11-17
Honda,Used,Petrol,200000.0,Civic VTi,690000,Karachi,Cash,2000.0,2019-10-16
Suzuki,New,CNG,62531.0,Cultus VXR,815000,Karachi,Cash,2012.0,2019-07-11
Toyota,Used,Petrol,72000.0,Corolla GLI,1700000,Karachi,Cash,2015.0,2018-10-20
Suzuki,New,CNG,500.0,Alto,410000,Karachi,Cash,2003.0,2019-04-01
Daihatsu,Used,Petrol,114000.0,Mira,730000,Karachi,Cash,2006.0,2019-03-14
Daihatsu,Used,Petrol,3000000.0,Charade,170000,Karachi,Cash,1985.0,2019-07-16
Suzuki,Used,Petrol,1.0,Mehran VX,155000,Karachi,Cash,1993.0,2019-10-28
Toyota,Used,Petrol,140000.0,Corolla XLI,1080000,Karachi,Cash,2009.0,2019-01-19
Nissan,Used,CNG,1234.0,Sunny,290000,Karachi,Cash,1986.0,2019-08-02
Toyota,Used,Petrol,100000.0,Premio,1650000,Karachi,Cash,2010.0,2019-08-28
Daihatsu,Used,Petrol,88000.0,Cuore,620000,Karachi,Cash,2008.0,2019-06-15
Toyota,New,Petrol,8000.0,Vitz,1745000,Karachi,Cash,2015.0,2018-10-09
Suzuki,Used,CNG,12348.0,Other,550000,Karachi,Cash,2008.0,2018-09-10
Toyota,New,Petrol,92000.0,Corolla XLI,1250000,Karachi,Cash,2003.0,2019-10-01
Suzuki,Used,CNG,50000.0,Mehran VX,240000,Karachi,Cash,2002.0,2019-03-15
Suzuki,Used,CNG,240000.0,Baleno,375000,Karachi,Cash,2005.0,2019-01-23
Suzuki,Used,Petrol,123456.0,Potohar,550000,Karachi,Cash,1998.0,2018-12-14
Toyota,New,Petrol,40000.0,Passo,1460000,Karachi,Cash,2017.0,2019-11-07
Daihatsu,Used,CNG,125000.0,Atrai Wagon,230000,Karachi,Cash,1995.0,2019-10-24
Suzuki,Used,CNG,26000.0,Margalla,380000,Karachi,Cash,1995.0,2019-05-29
Suzuki,Used,CNG,100000.0,FX,1100000,Karachi,Cash,1987.0,2019-02-22
Suzuki,Used,CNG,72000.0,Cultus VXR,680000,Karachi,Cash,2010.0,2019-08-12
Toyota,New,Petrol,57000.0,Passo,1545000,Karachi,Cash,2015.0,2019-02-11
Suzuki,Used,CNG,65000.0,Mehran VXR,355000,Karachi,Cash,2006.0,2019-09-29
Suzuki,Used,Petrol,65000.0,Every Wagon,1050000,Karachi,Cash,2008.0,2019-02-02
Honda,Used,Petrol,26000.0,Civic VTi Oriel Prosmatec,2080000,Karachi,Cash,2015.0,2019-06-10
Mitsubishi,Used,Diesel,100000.0,Pajero,600000,Karachi,Cash,1989.0,2019-08-28
Honda,Used,Petrol,185000.0,City Vario,520000,Karachi,Cash,2001.0,2019-07-11
Suzuki,Used,CNG,8.0,Alto,365000,Karachi,Cash,2005.0,2018-11-26
Toyota,Used,Petrol,83000.0,Corrolla Altis,1600000,Karachi,Cash,2010.0,2019-12-12
Suzuki,Used,Petrol,66000.0,Every,830000,Karachi,Cash,2011.0,2019-05-03
Daihatsu,Used,CNG,100000.0,Charade,130000,Karachi,Cash,1989.0,2019-02-22
Toyota,New,Petrol,170000.0,Passo,765000,Karachi,Cash,2012.0,2019-06-09
Toyota,Used,Petrol,57300.0,Tundra,5800000,Karachi,Cash,2010.0,2019-01-01
Suzuki,Used,Hybrid,100000.0,Alto,545000,Karachi,Cash,2010.0,2019-05-16
Toyota,Used,Petrol,222222.0,Corolla XE,770000,Karachi,Cash,2002.0,2019-06-26
Toyota,Used,Petrol,200000.0,Mark II,1090000,Karachi,Cash,2001.0,2018-10-17
Suzuki,Used,CNG,120000.0,FX,105000,Karachi,Cash,1987.0,2019-05-27
Honda,Used,Petrol,124122.0,City IDSI,741000,Karachi,Cash,2006.0,2019-06-16
Toyota,Used,Petrol,140.0,Other,845000,Karachi,Cash,2011.0,2019-08-03
Honda,Used,CNG,1.0,Civic EXi,450000,Karachi,Cash,2000.0,2019-09-30
Suzuki,Used,CNG,75000.0,Mehran VXR,320000,Karachi,Cash,2005.0,2019-12-02
Suzuki,Used,Petrol,84000.0,Swift,1280000,Karachi,Cash,2015.0,2018-09-29
Honda,Used,Petrol,53000.0,Civic VTi Oriel Prosmatec,1750000,Karachi,Cash,2013.0,2019-07-25
Honda,New,Petrol,65000.0,City IVTEC,560000,Karachi,Cash,2002.0,2019-12-08
Mitsubishi,New,Petrol,10.0,Ek Wagon,240000,Karachi,Installment/Leasing,2017.0,2019-08-10
Daihatsu,Used,CNG,1.0,Cuore,455000,Karachi,Cash,2006.0,2019-02-01
Suzuki,Used,CNG,15000.0,Mehran VX,220000,Karachi,Cash,1992.0,2019-02-01
Suzuki,Used,CNG,90000.0,Mehran VXR,395000,Karachi,Cash,2011.0,2019-06-24
Daihatsu,New,Petrol,167000.0,Hijet,895000,Karachi,Cash,2014.0,2018-11-19
Daihatsu,Used,CNG,15000.0,Cuore,450000,Karachi,Cash,2006.0,2019-01-18
Suzuki,Used,Petrol,200000.0,Margalla,325000,Karachi,Cash,1996.0,2019-12-08
Suzuki,Used,Petrol,75000.0,Baleno,450000,Karachi,Cash,2003.0,2019-01-08
Daihatsu,New,Petrol,55000.0,Charade,220000,Karachi,Cash,1986.0,2018-10-01
Suzuki,Used,CNG,1.0,Khyber,190000,Karachi,Cash,1990.0,2019-03-22
Toyota,Used,Petrol,25000.0,Land Cruiser,2800000,Karachi,Installment/Leasing,2013.0,2018-09-11
Suzuki,Used,CNG,61500.0,Cultus VXR,680000,Karachi,Cash,2008.0,2019-02-15
Toyota,Used,CNG,130000.0,Corolla GLI,1240000,Karachi,Cash,2011.0,2019-08-29
Toyota,New,Petrol,10.0,Corolla GLI,400000,Karachi,Installment/Leasing,2018.0,2019-10-11
Suzuki,Used,CNG,80000.0,Cultus VXR,490000,Karachi,Cash,2005.0,2019-08-17
Toyota,Used,Petrol,86000.0,IST,775000,Karachi,Cash,2003.0,2018-11-27
Suzuki,Used,CNG,71000.0,Alto,575000,Karachi,Cash,2011.0,2019-08-21
Honda,New,Petrol,89000.0,City IDSI,900000,Karachi,Cash,2007.0,2019-07-17
Daihatsu,New,Petrol,162000.0,Hijet,890000,Karachi,Cash,2013.0,2018-09-30
Mitsubishi,Used,Petrol,125000.0,Minica,480000,Karachi,Cash,2012.0,2018-10-28
Toyota,Used,Petrol,20000.0,Prado,2100000,Karachi,Installment/Leasing,2014.0,2018-11-01
Suzuki,Used,CNG,3000.0,Khyber,272000,Karachi,Cash,1997.0,2018-09-02
Daihatsu,New,Petrol,199000.0,Hijet,875000,Karachi,Cash,2013.0,2019-10-13
Suzuki,Used,Petrol,1.0,Khyber,300000,Karachi,Cash,1997.0,2019-06-05
Suzuki,Used,CNG,11485.0,Bolan,285000,Karachi,Cash,1991.0,2018-10-03
Honda,Used,CNG,90000.0,Civic EXi,865000,Karachi,Cash,2005.0,2019-04-28
Suzuki,Used,CNG,890000.0,Bolan,240000,Karachi,Cash,1987.0,2018-09-24
Suzuki,New,Petrol,260.0,Mehran VXR,820000,Karachi,Cash,2018.0,2018-12-11
Daihatsu,New,Petrol,123463.0,Hijet,1040000,Karachi,Cash,2013.0,2019-01-02
Toyota,New,Petrol,62000.0,Corolla XLI,1390000,Karachi,Cash,2013.0,2019-09-06
Suzuki,Used,CNG,91000.0,Alto,640000,Karachi,Cash,2010.0,2019-11-28
Toyota,Used,Petrol,115000.0,Vitz,1095000,Karachi,Cash,2010.0,2019-12-12
Mazda,New,Petrol,123455.0,Scrum,880000,Karachi,Cash,2013.0,2019-08-22
Suzuki,New,Petrol,10.0,Bolan,200000,Karachi,Installment/Leasing,2018.0,2019-04-02
Hyundai,Used,CNG,60000.0,Santro,350000,Karachi,Cash,2001.0,2019-11-25
Daihatsu,Used,Petrol,31000.0,Mira,1200000,Karachi,Cash,2015.0,2019-07-25
Suzuki,New,Petrol,72646.0,Cultus VXR,955000,Lahore,Cash,2016.0,2019-05-13
Suzuki,Used,Petrol,100000.0,Cultus VXR,500000,Karachi,Cash,2006.0,2018-10-23
Toyota,Used,Hybrid,222222.0,Celica,210000,Karachi,Cash,1980.0,2019-12-06
Suzuki,Used,Petrol,100000.0,Cultus VXR,550000,Karachi,Cash,2008.0,2019-02-05
Suzuki,New,CNG,250000.0,Bolan,589000,Karachi,Cash,2011.0,2019-10-31
Daihatsu,Used,Petrol,100000.0,Mira,640000,Karachi,Cash,2004.0,2019-04-19
Toyota,New,Petrol,13198.0,Corolla GLI,1950000,Karachi,Cash,2016.0,2019-10-20
Daihatsu,Used,Petrol,73000.0,Move,1035000,Karachi,Cash,2011.0,2019-03-19
Honda,Used,CNG,124567.0,Civic EXi,530000,Karachi,Cash,1998.0,2019-04-26
Suzuki,Used,Petrol,1.0,Cultus VXR,510000,Karachi,Cash,2006.0,2019-06-15
Suzuki,Used,Petrol,1.0,Alto,170000,Karachi,Cash,1990.0,2019-03-09
Suzuki,Used,CNG,100000.0,Margalla,215000,Karachi,Cash,1992.0,2019-07-23
Daihatsu,New,Petrol,116000.0,Hijet,895000,Karachi,Cash,2014.0,2019-05-27
Toyota,Used,Petrol,67000.0,Estima,1975000,Karachi,Cash,2003.0,2018-11-04
Suzuki,New,Petrol,70000.0,Alto,415000,Karachi,Cash,2006.0,2018-08-31
Toyota,Used,Petrol,120000.0,Corolla XLI,770000,Karachi,Cash,2005.0,2018-10-07
Suzuki,Used,CNG,3000.0,Mehran VX,215000,Karachi,Cash,1997.0,2018-11-10
Honda,Used,Petrol,94000.0,City Vario,920000,Karachi,Cash,2007.0,2019-02-01
Daihatsu,Used,Petrol,71000.0,Mira,1050000,Karachi,Cash,2013.0,2018-09-21
Suzuki,Used,Petrol,1.0,Cultus VXR,520000,Karachi,Cash,2007.0,2019-02-25
Toyota,Used,Petrol,170845.0,Pixis Epoch,995000,Karachi,Cash,2012.0,2018-10-11
Honda,Used,Petrol,10000.0,Civic VTi Oriel,645000,Karachi,Cash,2001.0,2019-07-05
Honda,Used,CNG,10000.0,Civic VTi,440000,Karachi,Cash,1997.0,2019-06-10
Toyota,Used,Petrol,125000.0,Platz,675000,Karachi,Cash,2004.0,2019-07-25
Suzuki,Used,CNG,12345.0,Cultus VXR,430000,Karachi,Cash,2002.0,2019-01-10
Honda,Used,Petrol,123.0,City IDSI,730000,Karachi,Cash,2005.0,2018-11-17
Suzuki,Used,Petrol,200000.0,Khyber,350000,Karachi,Cash,1999.0,2018-11-24
Suzuki,Used,CNG,3000.0,Mehran VX,215000,Karachi,Cash,1997.0,2019-01-06
Toyota,Used,CNG,135000.0,Corolla XE,650000,Karachi,Cash,1999.0,2018-11-11
Honda,Used,Petrol,1234.0,City IDSI,715000,Karachi,Cash,2006.0,2019-05-24
Suzuki,Used,CNG,100000.0,Cultus VXR,650000,Karachi,Cash,2008.0,2018-12-15
Hyundai,Used,Petrol,102000.0,Santro,465000,Karachi,Cash,2004.0,2018-12-09
Toyota,Used,Petrol,44097.0,Corrolla Altis,2150000,Karachi,Cash,2016.0,2019-05-08
Daihatsu,New,Petrol,57000.0,Move,1150000,Karachi,Cash,2014.0,2019-07-24
Toyota,Used,Petrol,1.0,Corolla XLI,950000,Karachi,Cash,2003.0,2018-09-07
Suzuki,Used,CNG,50000.0,Mehran VXR,340000,Karachi,Cash,2007.0,2019-02-14
Suzuki,Used,CNG,68594.0,Cultus VXR,640000,Karachi,Cash,2010.0,2019-05-17
Toyota,New,Petrol,92000.0,Vitz,1010000,Karachi,Cash,2008.0,2019-09-14
Suzuki,Used,CNG,10254.0,Khyber,265000,Karachi,Cash,1998.0,2018-12-28
Honda,Used,Petrol,85000.0,City Vario,750000,Karachi,Cash,2008.0,2019-08-14
Toyota,Used,CNG,1.0,86,210000,Karachi,Cash,1986.0,2019-10-26
Honda,Used,CNG,100000.0,Other,275000,Karachi,Cash,1986.0,2019-02-03
Honda,Used,Petrol,200000.0,Civic EXi,400000,Karachi,Cash,1995.0,2019-06-20
Suzuki,Used,CNG,76000.0,Alto,430000,Karachi,Cash,2005.0,2019-01-04
Honda,Used,Petrol,100000.0,Civic VTi,970000,Karachi,Cash,2006.0,2019-05-14
Toyota,Used,Petrol,72000.0,Corolla GLI,1210000,Karachi,Cash,2011.0,2019-02-07
Honda,Used,Petrol,145000.0,Accord,850000,Karachi,Cash,2002.0,2019-07-05
Toyota,Used,Petrol,105000.0,Corolla XLI,1125000,Karachi,Cash,2009.0,2019-05-23
Suzuki,Used,Hybrid,121225.0,Mehran VX,175000,Karachi,Cash,1997.0,2019-08-06
Toyota,Used,Petrol,95000.0,Corolla GLI,1250000,Karachi,Cash,2011.0,2019-05-05
Suzuki,New,Petrol,51000.0,Swift,1150000,Karachi,Cash,2013.0,2019-02-19
Suzuki,Used,Petrol,65000.0,Liana,565000,Karachi,Cash,2007.0,2019-08-19
Honda,Used,Petrol,92600.0,Civic VTi Oriel Prosmatec,1250000,Karachi,Cash,2009.0,2019-10-27
Other Brands,Used,CNG,120000.0,Other,520000,Karachi,Cash,2009.0,2019-04-08
Daihatsu,Used,Petrol,1.0,Hijet,930000,Karachi,Cash,2012.0,2018-09-26
Daihatsu,New,CNG,107000.0,Cuore,480000,Karachi,Cash,2007.0,2019-05-01
Suzuki,Used,Petrol,11000.0,Mehran VX,340000,Karachi,Cash,2006.0,2019-11-14
Suzuki,Used,CNG,115200.0,Cultus VXR,425000,Karachi,Cash,2001.0,2019-01-13
Daihatsu,Used,CNG,80000.0,Other,260000,Karachi,Cash,1988.0,2019-07-12
Daihatsu,New,CNG,107000.0,Cuore,480000,Karachi,Cash,2007.0,2019-11-21
Suzuki,Used,Petrol,11000.0,Mehran VX,340000,Karachi,Cash,2006.0,2019-01-05
Suzuki,Used,CNG,115200.0,Cultus VXR,425000,Karachi,Cash,2001.0,2018-09-06
Daihatsu,Used,CNG,80000.0,Other,260000,Karachi,Cash,1988.0,2019-08-04
Suzuki,Used,CNG,99000.0,Mehran VXR,350000,Karachi,Cash,2008.0,2019-12-03
Suzuki,Used,CNG,12345.0,FX,135000,Karachi,Cash,1984.0,2019-12-11
Suzuki,Used,CNG,70000.0,FX,70000,Karachi,Cash,1988.0,2019-10-23
Suzuki,Used,CNG,125000.0,Alto,455000,Karachi,Cash,2008.0,2019-01-26
Toyota,Used,Petrol,97000.0,Corrolla Altis,770000,Karachi,Cash,2005.0,2019-12-02
Honda,Used,Petrol,1237.0,City IDSI,715000,Karachi,Cash,2006.0,2019-09-23
Daihatsu,Used,CNG,1056.0,Charade,195000,Karachi,Cash,1986.0,2019-06-11
Suzuki,Used,CNG,12345.0,Khyber,280000,Karachi,Cash,1992.0,2019-01-04
Suzuki,Used,Petrol,10000.0,Cultus VXL,450000,Karachi,Cash,2003.0,2019-11-12
Honda,Used,Petrol,74000.0,Civic VTi Oriel Prosmatec,1350000,Karachi,Cash,2011.0,2018-09-15
Toyota,Used,Petrol,63050.0,Vitz,1125000,Karachi,Cash,2009.0,2019-10-28
Toyota,Used,CNG,190000.0,Corolla XLI,870000,Karachi,Cash,2006.0,2019-07-02
Toyota,New,Petrol,2.0,Passo,250000,Karachi,Installment/Leasing,2018.0,2019-10-02
Toyota,Used,Petrol,100000.0,Corolla XLI,1100000,Karachi,Cash,2009.0,2018-11-20
Toyota,Used,Petrol,2200.0,Vitz,240000,Karachi,Installment/Leasing,2014.0,2019-11-05
